num_links,num_images,num_iframes,num_forms,num_inputs,num_buttons,num_scripts,has_unescape,num_styles,css_external_links,num_hidden_elements,label
0,0,0,1,5,3,0,0,0,1,0,1
4,1,0,1,7,1,11,0,3,1,4,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
94,0,0,1,20,10,48,0,1,5,6,1
91,21,0,1,1,4,6,0,0,7,0,1
2,1,0,1,7,1,9,0,2,4,2,1
1,0,0,0,0,0,0,0,1,1,0,1
7,0,1,1,6,1,32,0,1,4,2,1
0,0,0,0,0,0,1,0,0,2,0,1
19,17,0,1,7,2,1,0,0,2,2,1
1,0,0,1,2,1,2,0,1,1,0,1
0,2,0,1,1,1,1,0,1,1,0,1
61,4,0,2,12,3,3,0,0,3,0,1
61,4,0,2,12,3,3,0,0,3,0,1
16,3,0,1,6,3,7,0,0,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
13,6,0,1,1,4,11,0,1,4,1,1
13,6,0,1,1,4,11,0,1,4,1,1
4,2,0,1,2,0,4,0,1,0,0,1
1,2,0,1,2,1,2,0,0,9,0,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
14,7,0,0,2,3,1,0,1,4,0,1
14,7,0,0,2,3,1,0,1,4,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,4,0,1,3,0,3,0,0,1,0,1
0,1,0,0,0,0,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
241,9,0,1,5,0,3,0,1,1,19,1
241,9,0,1,5,0,3,0,1,1,19,1
18,4,0,1,13,0,2,0,3,1,1,1
31,10,0,2,8,1,9,0,1,5,16,1
0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
15,3,0,1,38,3,24,0,1,1,1,1
15,3,0,1,38,3,24,0,1,1,1,1
6,1,1,1,3,2,0,0,1,1,1,1
8,1,0,1,3,3,0,0,1,0,0,1
1,0,2,1,4,2,3,0,1,1,1,1
0,0,1,1,3,6,2,0,1,1,1,1
1,0,0,1,4,1,1,0,0,2,1,1
1,0,0,1,4,1,1,0,0,2,1,1
16,4,0,1,8,0,2,0,0,1,1,1
17,6,1,1,8,5,3,0,3,2,1,1
17,6,0,1,4,5,3,0,3,2,0,1
7,0,1,1,6,1,32,0,1,4,2,1
7,0,1,1,6,1,32,0,1,4,2,1
16,3,0,1,4,1,0,0,0,1,0,1
16,3,0,1,4,1,0,0,0,1,0,1
7,0,1,1,6,1,32,0,1,4,2,1
7,0,1,1,6,1,32,0,1,4,2,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
38,9,0,1,11,0,40,0,0,15,5,1
0,16,0,1,14,16,5,0,2,0,2,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
11,1,0,2,11,0,8,0,1,3,4,1
16,4,0,1,8,0,2,0,0,1,1,1
19,4,0,1,13,0,2,0,3,1,2,1
1,6,0,1,3,2,5,0,1,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
0,2,0,1,3,1,0,0,0,2,0,1
0,2,0,1,3,1,0,0,0,2,0,1
39,8,0,2,24,6,2,0,2,4,19,1
39,8,0,2,24,6,2,0,2,4,19,1
2,4,0,1,3,4,9,0,1,4,0,1
18,4,0,1,13,0,2,0,3,1,1,1
19,4,0,1,13,0,2,0,3,1,2,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
0,0,0,0,0,3,1,0,0,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
0,0,1,0,0,0,10,0,1,0,1,1
8,2,2,3,38,4,3,0,1,2,7,1
19,4,0,1,13,0,2,0,3,1,2,1
19,4,0,1,13,0,2,0,3,1,2,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
0,5,0,1,12,0,2,0,0,2,1,1
1,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,1
16,4,0,1,8,0,2,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
20,1,0,1,15,1,15,0,0,1,0,1
16,4,0,1,8,0,2,0,0,1,1,1
241,9,0,1,5,0,3,0,1,1,19,1
241,9,0,1,5,0,3,0,1,1,19,1
0,0,0,0,0,0,0,0,0,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
11,0,2,1,6,1,28,0,3,2,1,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
19,4,0,1,13,0,2,0,3,1,2,1
4,2,0,0,3,2,2,0,1,0,0,1
8,2,2,3,38,4,3,0,1,2,7,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
26,2,0,1,17,3,1,0,0,2,11,1
1,0,0,1,2,1,2,0,1,1,0,1
16,4,0,1,8,0,2,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
15,4,0,1,8,0,2,0,0,1,0,1
16,4,0,1,8,0,2,0,0,1,1,1
241,9,0,1,5,0,3,0,1,1,19,1
18,4,0,1,13,0,2,0,3,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,1,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
4,2,0,0,3,2,2,0,1,0,0,1
18,4,0,1,13,0,2,0,3,1,1,1
23,0,0,0,0,1,0,0,0,1,0,1
16,4,0,1,8,0,2,0,0,1,1,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
4,2,0,0,3,2,2,0,1,0,0,1
18,4,0,1,13,0,2,0,3,1,1,1
20,9,0,1,14,8,13,0,1,7,1,1
21,9,0,1,12,8,13,0,1,7,1,1
5,0,0,1,2,1,2,0,1,1,0,1
183,7,0,2,5,3,24,0,4,3,7,1
29,1,0,2,6,4,5,0,1,4,4,1
15,2,0,1,7,1,6,0,11,0,2,0
0,1,0,1,3,1,3,0,0,2,0,1
0,0,0,0,0,0,1,0,0,0,0,1
4,6,0,0,0,0,1,0,1,1,0,1
19,17,0,1,7,2,1,0,0,2,2,1
0,0,0,0,0,0,0,0,0,0,0,1
107,32,0,0,1,1,8,0,2,1,2,1
0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,3,1,5,0,0,2,0,1
0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,3,0,1,0,0,0,0,1
0,1,0,1,3,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
4,3,0,1,2,1,0,0,0,1,0,1
10,4,0,1,1,4,3,0,2,1,5,1
10,4,0,1,1,4,3,0,2,1,5,1
29,1,0,2,6,4,5,0,1,4,4,1
31,2,2,0,1,1,13,0,2,4,3,1
2,7,1,1,9,0,4,0,3,1,3,1
29,3,0,2,6,2,3,0,2,0,9,1
29,3,0,2,6,2,3,0,2,0,9,1
29,3,0,2,6,2,3,0,2,0,9,1
29,3,0,2,6,2,3,0,2,0,9,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,3,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,1,5,3,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1
15,8,0,0,0,1,6,0,1,1,0,1
6,1,0,1,4,0,3,0,0,1,2,1
9,0,0,1,2,0,4,0,1,3,4,1
9,0,0,1,2,0,4,0,1,3,4,1
9,0,0,1,2,0,4,0,1,3,4,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1
0,3,0,1,17,0,4,0,0,2,0,1
241,9,0,1,5,0,3,0,1,1,19,1
4,1,0,1,5,0,9,0,0,3,3,1
4,1,0,1,5,0,9,0,0,3,3,1
22,2,1,6,17,9,10,1,0,3,0,1
22,2,1,6,17,9,10,1,0,3,0,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
201,67,0,4,18,1,9,1,0,1,0,1
201,67,0,4,18,1,9,1,0,1,0,1
201,67,0,4,18,1,9,1,0,1,0,1
201,67,0,4,18,1,9,1,0,1,0,1
201,67,0,4,18,1,9,1,0,1,0,1
201,67,0,4,18,1,9,1,0,1,0,1
19,1,0,2,18,0,7,0,0,2,0,1
19,1,0,2,18,0,7,0,0,2,0,1
0,1,0,1,9,1,1,0,3,2,0,1
19,4,0,1,13,0,2,0,3,1,2,1
0,1,0,1,3,0,1,0,1,0,0,1
0,1,0,1,3,0,1,0,1,0,0,1
0,1,0,1,1,1,1,0,1,1,0,1
25,4,0,2,9,0,3,0,0,7,0,1
0,2,0,1,2,1,3,0,1,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
39,8,0,2,24,6,2,0,2,4,19,1
39,8,0,2,24,6,2,0,2,4,19,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
19,1,0,2,18,0,7,0,0,2,0,1
201,67,0,4,18,1,9,1,0,1,0,1
0,1,0,1,1,3,5,0,0,2,3,1
0,1,0,1,1,3,5,0,0,2,3,1
17,6,1,1,8,5,3,0,3,2,1,1
17,6,0,1,4,5,3,0,3,2,0,1
22,10,0,1,2,12,10,0,3,2,0,1
22,10,0,1,2,12,10,0,3,2,0,1
50,19,0,1,8,4,9,0,0,9,4,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
241,9,0,1,5,0,3,0,1,1,19,1
0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1
55,1,2,1,24,0,33,1,3,2,5,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
22,2,1,6,17,9,10,1,0,3,0,1
0,1,0,1,3,0,0,0,0,1,0,1
23,0,0,0,0,1,0,0,0,1,0,1
23,0,0,0,0,1,0,0,0,1,0,1
16,3,0,1,6,3,7,0,0,1,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
239,4,1,3,16,13,4,0,7,5,7,1
23,12,0,2,16,0,20,0,0,5,0,1
39,8,0,2,24,6,2,0,2,4,19,1
0,2,0,1,3,0,0,0,0,1,0,1
31,10,0,2,8,1,9,0,1,5,16,1
12,1,2,1,2,1,0,0,0,9,2,1
12,1,2,1,2,1,0,0,0,9,2,1
15,4,0,1,8,0,2,0,0,1,0,1
15,4,0,1,8,0,2,0,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1
29,1,0,2,6,4,5,0,1,4,4,1
13,4,0,1,8,2,2,0,4,1,2,1
13,4,0,1,8,2,2,0,4,1,2,1
0,0,0,0,0,0,1,0,0,0,0,1
12,1,2,1,2,1,0,0,0,9,2,1
12,1,2,1,2,1,0,0,0,9,2,1
12,1,2,1,2,1,0,0,0,9,2,1
12,1,2,1,2,1,0,0,0,9,2,1
1,2,0,1,1,1,8,0,9,6,0,1
1,2,0,1,1,1,8,0,9,6,0,1
71,3,1,0,0,0,5,0,3,2,4,1
1,2,0,1,1,1,8,0,9,6,0,1
0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
112,16,0,0,0,0,16,0,4,1,1,1
112,16,0,0,0,0,16,0,4,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
0,2,0,1,3,0,0,0,1,0,0,1
0,2,0,1,3,0,0,0,1,0,0,1
18,4,0,1,13,0,2,0,3,1,1,1
11,3,0,1,5,1,3,0,0,1,4,1
11,3,0,1,5,1,3,0,0,1,4,1
0,3,0,1,17,0,4,0,0,2,0,1
0,3,0,1,17,0,4,0,0,2,0,1
0,3,0,1,17,0,4,0,0,2,0,1
11,16,0,0,0,0,10,0,0,8,0,1
15,8,0,0,0,1,6,0,1,1,0,1
3,1,0,2,4,0,0,0,2,0,0,1
9,4,0,2,20,7,0,0,0,7,16,1
23,5,0,1,2,2,29,0,14,4,0,1
1,0,0,0,0,0,0,0,1,1,0,1
26,9,1,1,22,10,2,0,3,3,11,1
15,8,0,0,0,1,6,0,1,1,0,1
8,2,0,1,4,0,4,0,1,1,2,1
9,7,0,1,15,0,1,0,11,2,2,1
9,7,0,1,15,0,1,0,11,2,2,1
207,85,1,3,5,15,14,0,1,2,12,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
26,9,1,1,22,10,2,0,3,3,11,1
7,1,0,1,6,0,3,0,1,1,2,1
96,30,0,1,6,2,13,0,1,10,2,1
0,0,0,0,0,0,1,0,0,0,0,1
54,6,0,1,5,0,8,0,2,2,7,1
12,1,0,1,2,3,2,0,0,1,6,1
13,2,5,2,15,2,31,0,1,3,3,1
4,1,1,1,4,1,5,0,4,4,1,1
0,0,0,0,0,0,0,0,1,0,0,1
9,4,0,2,17,7,0,0,0,6,16,1
15,7,0,1,4,0,2,0,0,2,0,1
15,7,0,1,4,0,2,0,0,2,0,1
15,7,0,1,4,0,2,0,0,2,0,1
15,7,0,1,4,0,2,0,0,2,0,1
0,1,0,1,2,0,1,0,0,1,0,1
54,6,9,3,17,15,111,0,101,22,33,1
19,3,0,1,3,1,0,0,0,2,10,1
15,7,0,1,4,0,2,0,0,2,0,1
1,1,0,0,0,0,2,0,0,0,0,1
15,7,0,1,4,0,2,0,0,2,0,1
11,1,0,2,11,0,8,0,1,3,4,1
6,2,0,1,5,0,7,0,0,1,2,1
15,7,0,1,4,0,2,0,0,2,0,1
15,7,0,1,4,0,2,0,0,2,0,1
11,1,0,2,11,0,8,0,1,3,4,1
15,7,0,1,4,0,2,0,0,2,0,1
11,1,0,2,11,0,8,0,1,3,4,1
2,2,0,1,3,0,1,0,0,1,0,1
1,3,0,1,5,1,9,0,0,6,0,1
1,1,0,1,2,1,72,0,12,0,0,1
183,6,0,2,9,3,24,0,3,3,7,1
1,1,0,1,2,1,72,0,12,0,0,1
0,0,0,0,0,0,11,0,1,1,0,1
6,2,0,1,2,1,8,0,1,6,0,1
6,1,0,1,4,0,3,0,0,1,2,1
0,0,0,0,0,0,0,0,1,0,0,1
15,7,0,1,11,0,10,0,0,4,0,1
2,4,0,1,16,0,7,0,1,2,0,1
2,0,0,0,0,0,5,0,0,2,14,1
0,0,0,0,0,0,1,1,0,0,0,1
6,1,0,1,6,0,3,0,0,1,2,1
7,4,0,1,7,1,16,0,3,12,2,1
10,4,0,1,7,1,16,0,3,12,2,1
1,1,0,0,0,0,1,0,1,0,0,1
15,7,0,1,11,0,10,0,0,4,0,1
15,7,0,1,11,0,10,0,0,4,0,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
222,22,1,1,2,8,15,0,1,3,0,1
222,22,1,1,2,8,15,0,1,3,0,1
0,8,0,1,3,0,1,0,0,0,0,1
0,8,0,1,3,0,1,0,0,0,0,1
4,2,0,1,4,0,5,0,1,9,0,1
4,2,0,1,4,0,5,0,1,9,0,1
217,31,3,5,22,3,35,0,2,14,17,1
12,1,2,1,2,1,0,0,0,9,2,1
12,1,2,1,2,1,0,0,0,9,2,1
15,7,0,1,4,0,2,0,0,2,0,1
12,1,2,1,2,1,0,0,0,9,2,1
12,1,2,1,2,1,0,0,0,9,2,1
0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
14,2,1,1,13,3,18,0,1,1,2,1
5,1,0,2,4,0,5,0,2,3,0,1
0,0,1,0,0,0,5,0,1,0,0,1
217,31,3,5,22,3,35,0,2,14,17,1
213,32,3,4,17,3,36,0,2,14,17,1
213,32,3,5,18,3,36,0,2,14,17,1
214,31,3,5,35,3,36,0,2,14,17,1
15,4,0,1,8,0,2,0,0,1,0,1
31,10,0,2,8,1,9,0,1,5,16,1
0,8,0,1,3,0,1,0,0,0,0,1
0,8,0,1,3,0,1,0,0,0,0,1
0,8,0,1,3,0,1,0,0,0,0,1
10,4,0,1,3,1,1,0,0,2,0,1
0,8,0,1,3,0,1,0,0,0,0,1
3,1,0,0,0,0,3,0,0,2,0,1
0,1,0,1,1,1,1,0,1,1,0,1
0,1,0,1,1,1,1,0,1,1,0,1
52,0,0,1,5,0,2,0,2,0,1,1
2,10,0,1,5,0,3,0,5,0,0,1
4,3,1,1,7,1,7,0,4,0,1,1
1,0,0,0,0,0,0,0,1,1,0,1
5,3,1,2,25,0,7,0,0,1,3,1
0,8,0,1,3,0,1,0,0,0,0,1
0,8,0,1,3,0,1,0,0,0,0,1
0,7,0,1,3,0,2,0,1,0,0,1
5,3,1,2,25,0,7,0,0,1,3,1
15,4,0,1,8,0,2,0,0,1,0,1
0,0,0,0,0,0,2,0,0,1,0,1
10,4,0,1,3,1,1,0,0,2,0,1
8,0,0,1,3,4,1,0,16,2,4,1
8,0,0,1,3,4,1,0,16,2,4,1
8,0,0,1,3,4,1,0,16,2,4,1
23,0,0,0,0,1,0,0,0,1,0,1
23,0,0,0,0,1,0,0,0,1,0,1
23,0,0,0,0,1,0,0,0,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,1
9,11,0,0,3,4,5,0,1,3,3,1
9,11,0,0,3,4,5,0,1,3,3,1
39,8,0,2,24,6,2,0,2,4,19,1
39,8,0,2,24,6,2,0,2,4,19,1
37,16,1,2,34,0,27,1,0,4,7,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
2,2,0,1,3,0,5,0,1,1,1,1
15,4,0,1,13,0,2,0,1,1,0,1
0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1
18,4,0,1,13,0,2,0,3,1,1,1
15,4,0,1,13,0,2,0,1,1,0,1
11,2,2,1,15,0,51,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,15,0,0,3,0,1
16,3,0,1,6,3,7,0,0,1,0,1
23,0,0,0,0,1,0,0,0,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
0,0,1,0,0,0,0,0,0,0,0,1
19,4,0,1,13,0,2,0,3,1,2,1
1,0,0,0,0,0,0,0,1,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
0,5,0,1,12,0,2,0,0,2,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
1,18,0,0,0,0,0,0,2,1,2,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
29,2,0,2,15,1,9,0,1,2,0,1
15,4,0,1,13,0,2,0,1,1,0,1
6,2,0,1,2,2,8,0,1,3,0,1
16,4,0,1,8,0,2,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
10,3,0,1,2,1,3,0,0,5,0,1
6,2,0,1,4,1,6,0,1,3,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
35,5,0,2,1,1,3,0,0,2,0,1
4,1,0,1,7,1,11,0,3,1,4,1
4,1,0,1,7,1,11,0,3,1,4,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
3,2,0,1,3,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,3,1,3,0,0,2,0,1
61,6,0,3,5,1,5,0,4,25,2,1
7,0,0,1,2,3,5,0,4,0,0,1
1,0,0,1,2,1,2,0,1,1,0,1
21,5,0,1,5,1,7,0,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,1
51,1,1,1,1,1,5,0,1,0,1,1
51,1,1,1,1,1,5,0,1,0,1,1
51,1,1,1,1,1,5,0,1,0,1,1
51,1,1,1,1,1,5,0,1,0,1,1
10,4,0,1,1,4,3,0,2,1,5,1
51,1,1,1,1,1,5,0,1,0,1,1
29,1,0,2,6,4,5,0,1,4,4,1
0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,1,3,0,3,0,1,1,0,1
0,1,0,1,2,1,3,0,0,2,0,1
186,2,0,2,38,3,11,0,1,3,6,1
186,2,0,2,38,3,11,0,1,3,6,1
186,2,0,2,38,3,11,0,1,3,6,1
0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,0,1
50,1,0,1,2,1,1,0,0,7,0,1
50,1,0,1,2,1,1,0,0,7,0,1
51,24,1,4,12,10,9,1,0,2,0,1
5,1,0,1,2,0,1,0,1,1,0,1
5,1,0,1,2,0,1,0,1,1,0,1
6,5,1,2,3,0,23,0,1,12,1,1
6,5,1,2,3,0,23,0,1,12,1,1
6,5,1,2,3,0,23,0,1,12,1,1
6,5,1,2,3,0,23,0,1,12,1,1
6,5,1,2,3,0,23,0,1,12,1,1
6,5,1,2,3,0,23,0,1,12,1,1
0,1,0,1,3,0,0,0,0,1,0,1
18,4,0,1,13,0,2,0,3,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
18,4,0,1,13,0,2,0,3,1,1,1
12,0,0,2,4,0,9,0,2,0,3,1
45,19,1,3,7,8,9,1,0,2,0,1
0,1,0,1,3,0,1,0,1,0,0,1
0,1,0,1,3,0,1,0,1,0,0,1
18,4,0,1,13,0,2,0,3,1,1,1
6,4,0,2,4,1,4,0,0,2,0,1
15,4,0,1,8,0,2,0,0,1,0,1
1,1,0,0,0,0,2,0,0,0,0,1
7,10,0,1,4,0,3,0,2,0,0,1
7,10,0,1,4,0,3,0,2,0,0,1
7,10,0,1,4,0,3,0,2,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1
23,1,0,0,0,1,2,0,0,2,0,1
18,4,0,1,13,0,2,0,3,1,1,1
23,0,0,0,0,1,0,0,0,1,0,1
189,16,0,7,20,10,22,0,20,1,0,1
11,1,0,2,11,0,8,0,1,3,4,1
2,4,0,1,3,4,9,0,1,4,0,1
2,4,0,1,3,4,9,0,1,4,0,1
22,2,1,6,17,9,10,1,0,3,0,1
18,4,0,1,13,0,2,0,3,1,1,1
5,3,2,1,7,0,9,0,1,2,4,1
5,3,2,1,7,0,9,0,1,2,4,1
213,32,3,4,17,3,36,0,2,14,17,1
213,32,3,5,18,3,36,0,2,14,17,1
214,31,3,5,35,3,36,0,2,14,17,1
217,31,3,5,22,3,35,0,2,14,17,1
217,31,3,5,22,3,35,0,2,14,17,1
16,4,0,1,8,0,2,0,0,1,1,1
16,4,0,1,8,0,2,0,0,1,1,1
36,4,0,5,8,0,0,0,39,1,0,1
31,10,0,2,8,1,9,0,1,5,16,1
19,4,0,1,13,0,2,0,3,1,2,1
1,5,0,1,21,0,4,0,2,1,1,1
1,5,0,1,21,0,4,0,2,1,1,1
23,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1
28,10,0,2,5,2,3,0,21,2,2,1
10,4,1,1,3,3,31,0,4,3,6,1
0,1,0,1,2,0,0,0,0,1,0,1
0,1,0,1,2,0,0,0,0,1,0,1
189,16,0,7,20,10,22,0,20,1,0,1
0,0,0,0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,2,0,0,1,0,1
19,4,0,1,13,0,2,0,3,1,2,1
